fighter,opponent,method,round,time,time_format,referee,event_date,event_location,event_url,f_rd1_KD,f_rd1_Sig_str,f_rd1_Total_str,f_rd1_Sub_att,f_rd1_Rev,f_rd1_Ctrl,o_rd1_KD,o_rd1_Sig_str,o_rd1_Total_str,o_rd1_Sub_att,o_rd1_Rev,o_rd1_Ctrl,f_rd1_Head,f_rd1_Body,f_rd1_Leg,f_rd1_Distance,f_rd1_Clinch,f_rd1_Ground,o_rd1_Head,o_rd1_Body,o_rd1_Leg,o_rd1_Distance,o_rd1_Clinch,o_rd1_Ground
Paulo Thiago,David Mitchell,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,"August 27, 2011","Rio de Janeiro, Brazil",http://ufcstats.com/event-details/18968f97ad34f15c,0,9 of 17,10 of 19,0,0,2:12,0,4 of 26,17 of 39,0,0,0:00,5 of 12,2 of 3,2 of 2,7 of 15,0 of 0,2 of 2,3 of 20,1 of 2,0 of 4,4 of 26,0 of 0,0 of 0
Raphael Assuncao,Johnny Eduardo,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,"August 27, 2011","Rio de Janeiro, Brazil",http://ufcstats.com/event-details/18968f97ad34f15c,0,13 of 27,25 of 39,0,0,1:35,0,7 of 20,9 of 23,0,0,0:00,8 of 21,2 of 2,3 of 4,8 of 22,0 of 0,5 of 5,4 of 14,2 of 3,1 of 3,7 of 20,0 of 0,0 of 0
Jon Jones,Quinton Jackson,Submission,4,1:14,5 Rnd (5-5-5-5-5),Josh Rosenthal,"September 24, 2011","Denver, Colorado, USA",http://ufcstats.com/event-details/73ef22f25d0f70e2,0,16 of 31,22 of 38,0,0,1:44,0,3 of 15,6 of 18,0,0,0:13,4 of 13,1 of 3,11 of 15,8 of 19,8 of 12,0 of 0,1 of 12,2 of 3,0 of 0,2 of 10,1 of 5,0 of 0
Rousimar Palhares,Dan Miller,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,"August 27, 2011","Rio de Janeiro, Brazil",http://ufcstats.com/event-details/18968f97ad34f15c,1,22 of 28,29 of 36,0,1,0:44,1,9 of 25,14 of 31,0,1,0:38,14 of 20,0 of 0,8 of 8,15 of 17,1 of 1,6 of 10,7 of 23,1 of 1,1 of 1,9 of 25,0 of 0,0 of 0
Antonio Rodrigo Nogueira,Brendan Schaub,KO/TKO,1,3:09,3 Rnd (5-5-5),Herb Dean,"August 27, 2011","Rio de Janeiro, Brazil",http://ufcstats.com/event-details/18968f97ad34f15c,1,15 of 35,17 of 37,0,0,0:17,0,11 of 45,11 of 46,0,0,0:20,12 of 31,3 of 4,0 of 0,11 of 30,3 of 4,1 of 1,7 of 39,3 of 3,1 of 3,8 of 40,3 of 5,0 of 0
Ross Pearson,Edson Barboza,Decision - Split,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,"August 27, 2011","Rio de Janeiro, Brazil",http://ufcstats.com/event-details/18968f97ad34f15c,0,21 of 67,22 of 68,0,0,0:19,0,17 of 68,17 of 68,0,0,0:00,15 of 59,5 of 7,1 of 1,20 of 66,1 of 1,0 of 0,9 of 54,6 of 8,2 of 6,14 of 64,3 of 4,0 of 0
Luiz Cane,Stanislav Nedkov,KO/TKO,1,4:13,3 Rnd (5-5-5),Mario Yamasaki,"August 27, 2011","Rio de Janeiro, Brazil",http://ufcstats.com/event-details/18968f97ad34f15c,0,15 of 46,16 of 47,0,0,0:00,1,29 of 51,30 of 52,0,0,0:06,7 of 38,2 of 2,6 of 6,15 of 44,0 of 2,0 of 0,29 of 51,0 of 0,0 of 0,18 of 35,4 of 6,7 of 10
Iuri Alcantara,Felipe Arantes,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,"August 27, 2011","Rio de Janeiro, Brazil",http://ufcstats.com/event-details/18968f97ad34f15c,0,15 of 40,33 of 66,0,0,2:02,0,11 of 17,13 of 19,0,0,0:00,8 of 30,6 of 8,1 of 2,8 of 30,3 of 3,4 of 7,4 of 9,4 of 5,3 of 3,10 of 16,1 of 1,0 of 0
Erick Silva,Luis Ramos,KO/TKO,1,0:40,3 Rnd (5-5-5),Herb Dean,"August 27, 2011","Rio de Janeiro, Brazil",http://ufcstats.com/event-details/18968f97ad34f15c,1,4 of 9,6 of 11,0,0,0:05,0,4 of 7,4 of 7,0,0,0:00,4 of 9,0 of 0,0 of 0,1 of 4,0 of 0,3 of 5,2 of 5,0 of 0,2 of 2,4 of 7,0 of 0,0 of 0
Anderson Silva,Yushin Okami,KO/TKO,2,2:04,5 Rnd (5-5-5-5-5),Herb Dean,"August 27, 2011","Rio de Janeiro, Brazil",http://ufcstats.com/event-details/18968f97ad34f15c,0,18 of 27,22 of 31,0,0,0:00,0,12 of 27,23 of 38,0,0,1:51,8 of 17,7 of 7,3 of 3,10 of 18,8 of 9,0 of 0,7 of 22,5 of 5,0 of 0,6 of 19,6 of 8,0 of 0
Jacob Volkmann,Danny Castillo,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,"August 14, 2011","Milwaukee, Wisconsin, USA",http://ufcstats.com/event-details/4c8d6fde2dde07c4,0,1 of 9,17 of 26,1,0,1:54,0,5 of 10,10 of 16,0,1,1:04,0 of 7,0 of 1,1 of 1,1 of 9,0 of 0,0 of 0,1 of 6,1 of 1,3 of 3,3 of 8,2 of 2,0 of 0
Mauricio Rua,Forrest Griffin,KO/TKO,1,1:53,3 Rnd (5-5-5),Marc Goddard,"August 27, 2011","Rio de Janeiro, Brazil",http://ufcstats.com/event-details/18968f97ad34f15c,1,16 of 29,16 of 30,0,0,0:07,0,3 of 19,3 of 19,0,0,0:00,16 of 29,0 of 0,0 of 0,8 of 17,0 of 1,8 of 11,1 of 12,0 of 3,2 of 4,3 of 18,0 of 1,0 of 0
Thiago Tavares,Spencer Fisher,KO/TKO,2,2:51,3 Rnd (5-5-5),Marc Goddard,"August 27, 2011","Rio de Janeiro, Brazil",http://ufcstats.com/event-details/18968f97ad34f15c,0,3 of 8,42 of 51,0,0,4:00,0,3 of 8,26 of 32,0,0,0:01,2 of 7,1 of 1,0 of 0,3 of 8,0 of 0,0 of 0,1 of 6,1 of 1,1 of 1,2 of 7,1 of 1,0 of 0
Cole Miller,TJ O'Brien,Submission,2,2:38,3 Rnd (5-5-5),Josh Rosenthal,"August 14, 2011","Milwaukee, Wisconsin, USA",http://ufcstats.com/event-details/4c8d6fde2dde07c4,0,16 of 49,16 of 49,0,0,0:00,0,23 of 45,23 of 45,0,0,0:00,12 of 45,1 of 1,3 of 3,16 of 49,0 of 0,0 of 0,7 of 27,4 of 5,12 of 13,23 of 45,0 of 0,0 of 0
Joseph Benavidez,Eddie Wineland,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,"August 14, 2011","Milwaukee, Wisconsin, USA",http://ufcstats.com/event-details/4c8d6fde2dde07c4,0,21 of 51,21 of 51,0,0,0:00,0,7 of 22,7 of 22,0,0,0:00,9 of 24,4 of 11,8 of 16,21 of 51,0 of 0,0 of 0,3 of 18,3 of 3,1 of 1,7 of 22,0 of 0,0 of 0
CB Dollaway,Jared Hamman,KO/TKO,2,3:38,3 Rnd (5-5-5),Herb Dean,"August 14, 2011","Milwaukee, Wisconsin, USA",http://ufcstats.com/event-details/4c8d6fde2dde07c4,0,16 of 28,24 of 38,1,1,2:50,0,8 of 22,27 of 41,0,0,1:10,13 of 24,2 of 2,1 of 2,11 of 18,0 of 0,5 of 10,2 of 14,3 of 4,3 of 4,6 of 19,0 of 0,2 of 3
Donald Cerrone,Charles Oliveira,KO/TKO,1,3:01,3 Rnd (5-5-5),Mario Yamasaki,"August 14, 2011","Milwaukee, Wisconsin, USA",http://ufcstats.com/event-details/4c8d6fde2dde07c4,0,30 of 60,32 of 63,0,0,0:12,0,10 of 29,10 of 29,0,0,0:00,22 of 49,2 of 4,6 of 7,14 of 34,1 of 2,15 of 24,5 of 19,3 of 6,2 of 4,10 of 27,0 of 2,0 of 0
Jim Miller,Benson Henderson,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,"August 14, 2011","Milwaukee, Wisconsin, USA",http://ufcstats.com/event-details/4c8d6fde2dde07c4,0,6 of 14,8 of 17,3,0,0:00,0,11 of 32,28 of 53,0,0,3:14,4 of 10,1 of 2,1 of 2,3 of 10,3 of 4,0 of 0,6 of 25,5 of 7,0 of 0,3 of 18,3 of 4,5 of 10
Jimy Hettes,Alex Caceres,Submission,2,3:12,3 Rnd (5-5-5),Herb Dean,"August 14, 2011","Milwaukee, Wisconsin, USA",http://ufcstats.com/event-details/4c8d6fde2dde07c4,0,2 of 6,18 of 29,0,1,2:02,0,12 of 24,24 of 37,0,1,1:58,2 of 5,0 of 1,0 of 0,0 of 3,0 of 0,2 of 3,8 of 19,3 of 4,1 of 1,3 of 8,2 of 3,7 of 13
Dan Hardy,Chris Lytle,Submission,3,4:16,3 Rnd (5-5-5),Herb Dean,"August 14, 2011","Milwaukee, Wisconsin, USA",http://ufcstats.com/event-details/4c8d6fde2dde07c4,0,23 of 80,23 of 80,0,0,0:00,0,42 of 92,43 of 93,0,0,0:00,20 of 75,1 of 3,2 of 2,22 of 77,1 of 3,0 of 0,31 of 72,11 of 20,0 of 0,38 of 86,4 of 6,0 of 0
Ed Herman,Kyle Noke,Submission,1,4:15,3 Rnd (5-5-5),Mario Yamasaki,"August 14, 2011","Milwaukee, Wisconsin, USA",http://ufcstats.com/event-details/4c8d6fde2dde07c4,0,2 of 6,4 of 8,3,0,0:12,0,12 of 13,19 of 20,0,0,3:25,2 of 6,0 of 0,0 of 0,1 of 4,0 of 1,1 of 1,6 of 7,5 of 5,1 of 1,3 of 3,0 of 0,9 of 10
Amir Sadollah,Duane Ludwig,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Rob Hinds,"August 14, 2011","Milwaukee, Wisconsin, USA",http://ufcstats.com/event-details/4c8d6fde2dde07c4,0,26 of 83,27 of 84,0,0,0:45,0,57 of 119,57 of 119,0,0,0:57,10 of 54,10 of 23,6 of 6,20 of 72,6 of 11,0 of 0,38 of 92,16 of 24,3 of 3,42 of 97,15 of 22,0 of 0
Johny Hendricks,Mike Pierce,Decision - Split,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,"August 06, 2011","Philadelphia, Pennsylvania, USA",http://ufcstats.com/event-details/f1f9e48a0d150757,0,29 of 53,36 of 60,0,0,1:03,0,10 of 31,16 of 37,0,0,0:00,14 of 33,9 of 11,6 of 9,10 of 29,19 of 24,0 of 0,6 of 25,2 of 4,2 of 2,4 of 20,6 of 11,0 of 0
Ronny Markes,Karlos Vemola,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Rob Hinds,"August 14, 2011","Milwaukee, Wisconsin, USA",http://ufcstats.com/event-details/4c8d6fde2dde07c4,0,11 of 16,28 of 36,0,0,4:05,0,4 of 14,16 of 26,1,0,0:02,4 of 9,2 of 2,5 of 5,5 of 10,6 of 6,0 of 0,2 of 12,2 of 2,0 of 0,4 of 14,0 of 0,0 of 0
Ivan Menjivar,Nick Pace,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,"August 06, 2011","Philadelphia, Pennsylvania, USA",http://ufcstats.com/event-details/f1f9e48a0d150757,0,12 of 43,31 of 63,0,0,0:00,0,6 of 28,6 of 29,1,0,1:55,5 of 33,2 of 5,5 of 5,10 of 39,2 of 4,0 of 0,4 of 23,1 of 2,1 of 3,5 of 26,1 of 2,0 of 0
Chad Mendes,Rani Yahya,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,"August 06, 2011","Philadelphia, Pennsylvania, USA",http://ufcstats.com/event-details/f1f9e48a0d150757,0,17 of 36,17 of 36,0,0,0:01,0,3 of 36,3 of 36,0,0,0:00,6 of 14,1 of 2,10 of 20,16 of 35,0 of 0,1 of 1,1 of 29,2 of 3,0 of 4,3 of 36,0 of 0,0 of 0
Rory MacDonald,Mike Pyle,KO/TKO,1,3:54,3 Rnd (5-5-5),Kevin Mulhall,"August 06, 2011","Philadelphia, Pennsylvania, USA",http://ufcstats.com/event-details/f1f9e48a0d150757,0,24 of 37,27 of 40,2,0,1:49,0,3 of 17,25 of 41,0,0,1:01,21 of 34,0 of 0,3 of 3,4 of 9,1 of 2,19 of 26,1 of 15,0 of 0,2 of 2,1 of 13,2 of 3,0 of 1
Matt Hamill,Alexander Gustafsson,KO/TKO,2,3:34,3 Rnd (5-5-5),Dan Miragliotta,"August 06, 2011","Philadelphia, Pennsylvania, USA",http://ufcstats.com/event-details/f1f9e48a0d150757,0,9 of 21,9 of 21,0,0,0:00,0,8 of 37,8 of 37,0,0,0:00,9 of 17,0 of 0,0 of 4,9 of 21,0 of 0,0 of 0,4 of 31,2 of 3,2 of 3,8 of 36,0 of 1,0 of 0
Mike Brown,Nam Phan,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,"August 06, 2011","Philadelphia, Pennsylvania, USA",http://ufcstats.com/event-details/f1f9e48a0d150757,0,33 of 49,106 of 133,0,0,4:06,0,2 of 8,2 of 8,0,0,0:00,32 of 47,1 of 2,0 of 0,3 of 12,1 of 2,29 of 35,2 of 8,0 of 0,0 of 0,2 of 8,0 of 0,0 of 0
Dennis Hallman,Brian Ebersole,KO/TKO,1,4:28,3 Rnd (5-5-5),Kevin Mulhall,"August 06, 2011","Philadelphia, Pennsylvania, USA",http://ufcstats.com/event-details/f1f9e48a0d150757,0,0 of 1,2 of 4,1,0,2:16,0,19 of 24,49 of 58,0,1,2:07,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0,18 of 23,1 of 1,0 of 0,0 of 0,0 of 0,19 of 24
Rashad Evans,Tito Ortiz,KO/TKO,2,4:48,3 Rnd (5-5-5),Dan Miragliotta,"August 06, 2011","Philadelphia, Pennsylvania, USA",http://ufcstats.com/event-details/f1f9e48a0d150757,0,23 of 55,36 of 73,0,0,1:29,0,5 of 21,6 of 22,0,0,1:04,19 of 51,3 of 3,1 of 1,6 of 19,12 of 20,5 of 16,4 of 16,1 of 4,0 of 1,1 of 13,4 of 8,0 of 0
Jorge Rivera,Constantinos Philippou,Decision - Split,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,"August 06, 2011","Philadelphia, Pennsylvania, USA",http://ufcstats.com/event-details/f1f9e48a0d150757,0,9 of 21,17 of 30,0,0,0:30,0,5 of 23,18 of 38,0,0,2:39,4 of 15,1 of 2,4 of 4,5 of 13,4 of 8,0 of 0,4 of 20,1 of 2,0 of 1,1 of 13,1 of 3,3 of 7
Brian Bowles,Takeya Mizugaki,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,"July 02, 2011","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/83fd97284f4bb4a4,0,14 of 36,15 of 37,0,0,0:48,0,5 of 29,9 of 34,0,0,0:11,7 of 28,7 of 8,0 of 0,8 of 30,6 of 6,0 of 0,3 of 21,0 of 2,2 of 6,4 of 28,1 of 1,0 of 0
Anthony Njokuani,Andre Winner,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Yves Lavigne,"July 02, 2011","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/83fd97284f4bb4a4,0,59 of 98,61 of 101,0,0,0:18,0,4 of 46,4 of 46,0,0,0:05,37 of 70,13 of 17,9 of 11,34 of 61,25 of 37,0 of 0,3 of 41,1 of 3,0 of 2,4 of 46,0 of 0,0 of 0
Melvin Guillard,Shane Roller,KO/TKO,1,2:12,3 Rnd (5-5-5),Josh Rosenthal,"July 02, 2011","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/83fd97284f4bb4a4,2,17 of 42,17 of 42,0,0,0:06,0,1 of 13,1 of 13,0,0,0:00,11 of 30,3 of 8,3 of 4,11 of 33,2 of 2,4 of 7,1 of 10,0 of 3,0 of 0,1 of 13,0 of 0,0 of 0
George Sotiropoulos,Rafael Dos Anjos,KO/TKO,1,0:59,3 Rnd (5-5-5),Yves Lavigne,"July 02, 2011","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/83fd97284f4bb4a4,0,2 of 24,2 of 24,0,0,0:00,1,2 of 10,2 of 10,0,0,0:03,0 of 18,1 of 3,1 of 3,2 of 24,0 of 0,0 of 0,1 of 8,0 of 0,1 of 2,2 of 10,0 of 0,0 of 0
Vitor Belfort,Yoshihiro Akiyama,KO/TKO,1,1:52,3 Rnd (5-5-5),Mario Yamasaki,"August 06, 2011","Philadelphia, Pennsylvania, USA",http://ufcstats.com/event-details/f1f9e48a0d150757,2,12 of 25,12 of 25,0,0,0:09,0,1 of 9,1 of 9,0,0,0:00,11 of 22,0 of 0,1 of 3,3 of 10,3 of 5,6 of 10,0 of 6,0 of 0,1 of 3,1 of 9,0 of 0,0 of 0
Carlos Condit,Dong Hyun Kim,KO/TKO,1,2:58,3 Rnd (5-5-5),Steve Mazzagatti,"July 02, 2011","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/83fd97284f4bb4a4,1,8 of 21,9 of 22,1,1,0:09,0,1 of 6,1 of 6,0,0,0:14,7 of 17,0 of 1,1 of 3,3 of 15,0 of 0,5 of 6,1 of 5,0 of 1,0 of 0,1 of 6,0 of 0,0 of 0
Wanderlei Silva,Chris Leben,KO/TKO,1,0:27,3 Rnd (5-5-5),Josh Rosenthal,"July 02, 2011","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/83fd97284f4bb4a4,0,3 of 8,3 of 8,0,0,0:00,1,9 of 10,12 of 13,0,0,0:02,3 of 8,0 of 0,0 of 0,3 of 8,0 of 0,0 of 0,7 of 8,0 of 0,2 of 2,3 of 4,2 of 2,4 of 4
Dominick Cruz,Urijah Faber,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Steve Mazzagatti,"July 02, 2011","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/83fd97284f4bb4a4,0,17 of 51,18 of 52,0,0,0:00,0,10 of 33,10 of 33,0,0,0:27,9 of 36,5 of 11,3 of 4,14 of 47,3 of 4,0 of 0,8 of 26,0 of 4,2 of 3,6 of 27,4 of 6,0 of 0
Dennis Siver,Matt Wiman,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Yves Lavigne,"July 02, 2011","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/83fd97284f4bb4a4,0,17 of 57,38 of 79,0,0,0:20,0,8 of 28,9 of 29,0,0,1:40,8 of 46,2 of 2,7 of 9,14 of 45,3 of 12,0 of 0,3 of 18,1 of 2,4 of 8,7 of 25,1 of 2,0 of 1
Brad Tavares,Aaron Simpson,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,"July 02, 2011","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/83fd97284f4bb4a4,0,8 of 15,15 of 22,0,0,0:00,0,19 of 31,39 of 56,0,0,3:46,2 of 9,4 of 4,2 of 2,5 of 12,3 of 3,0 of 0,3 of 13,3 of 4,13 of 14,3 of 10,16 of 21,0 of 0
Joey Beltran,Aaron Rosa,KO/TKO,3,1:26,3 Rnd (5-5-5),Jerin Valel,"June 11, 2011","Vancouver, British Columbia, Canada",http://ufcstats.com/event-details/aac5ac38148f0528,0,34 of 74,91 of 141,0,0,3:03,0,28 of 79,55 of 115,0,0,0:00,25 of 63,6 of 7,3 of 4,24 of 62,10 of 12,0 of 0,20 of 70,7 of 8,1 of 1,20 of 65,8 of 14,0 of 0
Tito Ortiz,Ryan Bader,Submission,1,1:56,3 Rnd (5-5-5),Mario Yamasaki,"July 02, 2011","Las Vegas, Nevada, USA",http://ufcstats.com/event-details/83fd97284f4bb4a4,1,6 of 16,7 of 17,1,0,0:06,0,4 of 21,4 of 21,0,0,0:09,4 of 12,1 of 1,1 of 3,5 of 14,0 of 0,1 of 2,1 of 13,0 of 0,3 of 8,4 of 21,0 of 0,0 of 0
Mike Massenzio,Krzysztof Soszynski,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin Dornan,"June 11, 2011","Vancouver, British Columbia, Canada",http://ufcstats.com/event-details/aac5ac38148f0528,0,12 of 23,13 of 25,0,0,1:31,0,11 of 50,19 of 58,0,0,0:22,7 of 18,1 of 1,4 of 4,11 of 21,1 of 2,0 of 0,7 of 45,1 of 1,3 of 4,10 of 49,1 of 1,0 of 0
Dustin Poirier,Jason Young,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,"June 11, 2011","Vancouver, British Columbia, Canada",http://ufcstats.com/event-details/aac5ac38148f0528,0,36 of 68,40 of 72,0,0,0:46,0,19 of 57,27 of 66,0,0,0:43,24 of 54,2 of 2,10 of 12,30 of 58,6 of 10,0 of 0,5 of 39,8 of 11,6 of 7,16 of 52,3 of 5,0 of 0
Yves Edwards,Sam Stout,KO/TKO,1,3:52,3 Rnd (5-5-5),John McCarthy,"June 11, 2011","Vancouver, British Columbia, Canada",http://ufcstats.com/event-details/aac5ac38148f0528,0,14 of 32,23 of 43,0,0,1:15,1,13 of 54,13 of 56,0,0,0:02,8 of 23,4 of 7,2 of 2,14 of 32,0 of 0,0 of 0,5 of 43,5 of 7,3 of 4,13 of 54,0 of 0,0 of 0
Jesse Bongfeldt,Chris Weidman,Submission,1,4:54,3 Rnd (5-5-5),Jerin Valel,"June 11, 2011","Vancouver, British Columbia, Canada",http://ufcstats.com/event-details/aac5ac38148f0528,0,5 of 12,17 of 28,0,0,0:00,0,7 of 17,32 of 44,1,0,3:45,1 of 7,3 of 3,1 of 2,2 of 9,3 of 3,0 of 0,5 of 14,1 of 1,1 of 2,1 of 7,2 of 2,4 of 8
Nick Ring,James Head,Submission,3,3:33,3 Rnd (5-5-5),Herb Dean,"June 11, 2011","Vancouver, British Columbia, Canada",http://ufcstats.com/event-details/aac5ac38148f0528,0,28 of 52,39 of 66,0,0,1:36,1,29 of 47,36 of 54,0,0,0:20,11 of 31,5 of 6,12 of 15,22 of 44,5 of 6,1 of 2,20 of 38,8 of 8,1 of 1,20 of 38,8 of 8,1 of 1
Vagner Rocha,Donald Cerrone,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,"June 11, 2011","Vancouver, British Columbia, Canada",http://ufcstats.com/event-details/aac5ac38148f0528,0,19 of 37,20 of 39,0,0,0:26,0,24 of 42,24 of 42,0,0,0:01,13 of 31,1 of 1,5 of 5,18 of 34,0 of 0,1 of 3,5 of 21,1 of 2,18 of 19,24 of 42,0 of 0,0 of 0
Kenny Florian,Diego Nunes,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,"June 11, 2011","Vancouver, British Columbia, Canada",http://ufcstats.com/event-details/aac5ac38148f0528,0,11 of 37,22 of 49,0,0,0:42,1,15 of 39,15 of 39,0,0,0:47,6 of 31,4 of 5,1 of 1,5 of 29,4 of 6,2 of 2,7 of 29,4 of 4,4 of 6,9 of 31,4 of 4,2 of 4
Mark Munoz,Demian Maia,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jerin Valel,"June 11, 2011","Vancouver, British Columbia, Canada",http://ufcstats.com/event-details/aac5ac38148f0528,0,5 of 22,7 of 24,0,0,0:24,0,20 of 45,23 of 49,0,0,0:56,3 of 19,1 of 2,1 of 1,4 of 20,1 of 2,0 of 0,11 of 33,4 of 6,5 of 6,13 of 36,7 of 9,0 of 0
Shane Carwin,Junior Dos Santos,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,"June 11, 2011","Vancouver, British Columbia, Canada",http://ufcstats.com/event-details/aac5ac38148f0528,0,5 of 23,7 of 25,0,0,0:24,1,41 of 74,52 of 93,0,0,0:30,5 of 23,0 of 0,0 of 0,5 of 23,0 of 0,0 of 0,38 of 69,3 of 5,0 of 0,21 of 45,1 of 1,19 of 28
Dave Herman,Jon Olav Einemo,KO/TKO,2,3:19,3 Rnd (5-5-5),Kevin Dornan,"June 11, 2011","Vancouver, British Columbia, Canada",http://ufcstats.com/event-details/aac5ac38148f0528,0,21 of 42,23 of 44,0,0,0:00,0,12 of 33,13 of 35,0,0,1:40,5 of 23,7 of 8,9 of 11,16 of 33,5 of 9,0 of 0,8 of 27,2 of 4,2 of 2,7 of 25,5 of 8,0 of 0
Michael Johnson,Edward Faaloloto,KO/TKO,1,4:42,3 Rnd (5-5-5),Mark Matheny,"June 26, 2011","Pittsburgh, Pennsylvania, USA",http://ufcstats.com/event-details/d023ae89a2a4a41e,1,27 of 73,29 of 75,0,0,1:05,0,17 of 43,21 of 47,0,0,0:11,17 of 57,10 of 13,0 of 3,9 of 41,11 of 16,7 of 16,3 of 26,5 of 6,9 of 11,10 of 31,7 of 12,0 of 0
Nik Lentz,Charles Oliveira,Overturned,2,1:48,3 Rnd (5-5-5),Chip Snider,"June 26, 2011","Pittsburgh, Pennsylvania, USA",http://ufcstats.com/event-details/d023ae89a2a4a41e,0,13 of 31,18 of 38,1,0,2:11,1,25 of 49,37 of 62,2,1,0:54,9 of 24,1 of 3,3 of 4,11 of 26,0 of 1,2 of 4,18 of 38,5 of 8,2 of 3,9 of 23,11 of 18,5 of 8
Ricardo Lamas,Matt Grice,KO/TKO,1,4:41,3 Rnd (5-5-5),Keith Peterson,"June 26, 2011","Pittsburgh, Pennsylvania, USA",http://ufcstats.com/event-details/d023ae89a2a4a41e,1,16 of 32,16 of 32,0,0,1:49,0,6 of 30,18 of 42,0,0,0:00,9 of 23,1 of 2,6 of 7,12 of 23,3 of 4,1 of 5,4 of 23,1 of 3,1 of 4,6 of 27,0 of 3,0 of 0
Matt Brown,John Howard,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,"June 26, 2011","Pittsburgh, Pennsylvania, USA",http://ufcstats.com/event-details/d023ae89a2a4a41e,0,24 of 53,43 of 73,1,0,0:43,0,12 of 19,16 of 23,0,0,1:50,17 of 46,4 of 4,3 of 3,21 of 47,3 of 4,0 of 2,1 of 6,0 of 0,11 of 13,11 of 17,1 of 2,0 of 0
Daniel Roberts,Rich Attonito,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,"June 26, 2011","Pittsburgh, Pennsylvania, USA",http://ufcstats.com/event-details/d023ae89a2a4a41e,0,14 of 41,15 of 42,0,0,0:00,0,11 of 26,19 of 35,0,0,1:02,6 of 31,6 of 7,2 of 3,9 of 36,5 of 5,0 of 0,8 of 22,3 of 4,0 of 0,7 of 13,3 of 8,1 of 5
Christian Morecraft,Matt Mitrione,KO/TKO,2,4:28,3 Rnd (5-5-5),Mark Matheny,"June 26, 2011","Pittsburgh, Pennsylvania, USA",http://ufcstats.com/event-details/d023ae89a2a4a41e,0,12 of 65,12 of 65,0,1,0:10,2,27 of 55,30 of 58,0,0,0:48,9 of 59,1 of 3,2 of 3,12 of 65,0 of 0,0 of 0,18 of 43,1 of 1,8 of 11,24 of 51,1 of 1,2 of 3
Tyson Griffin,Manvel Gamburyan,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chip Snider,"June 26, 2011","Pittsburgh, Pennsylvania, USA",http://ufcstats.com/event-details/d023ae89a2a4a41e,0,15 of 27,25 of 40,0,0,1:49,0,14 of 18,23 of 29,0,0,1:29,5 of 14,5 of 5,5 of 8,6 of 17,9 of 10,0 of 0,6 of 10,5 of 5,3 of 3,4 of 7,8 of 8,2 of 3
Joe Lauzon,Curt Warburton,Submission,1,1:58,3 Rnd (5-5-5),Chip Snider,"June 26, 2011","Pittsburgh, Pennsylvania, USA",http://ufcstats.com/event-details/d023ae89a2a4a41e,1,12 of 33,12 of 33,1,0,0:27,0,5 of 23,5 of 23,0,0,0:00,11 of 32,1 of 1,0 of 0,5 of 21,0 of 0,7 of 12,4 of 22,1 of 1,0 of 0,5 of 23,0 of 0,0 of 0
